@relation 'aoipage spanish median cefr'

@attribute Average_Fixation_Duration numeric
@attribute Fixation_Duration_SD numeric
@attribute Longest_Fixation_Duration numeric
@attribute Refixation_Ratio numeric
@attribute Average_Saccade_Length numeric
@attribute Saccade_Length_SD numeric
@attribute Average_Saccade_Absolute_Angle numeric
@attribute Saccade_Absolute_Angle_SD numeric
@attribute Average_Saccade_Relative_Angle numeric
@attribute Saccade_Relative_Angle_SD numeric
@attribute Average_Left_Eye_Difference numeric
@attribute Left_Eye_Difference_SD numeric
@attribute Average_Right_Eye_Difference numeric
@attribute Right_Eye_Difference_SD numeric
@attribute Blink_Count numeric
@attribute Average_Blink_Duration numeric
@attribute Average_Fixation_Duration_AOI1 numeric
@attribute Fixation_Duration_SD_AOI1 numeric
@attribute Longest_Fixation_Duration_AOI1 numeric
@attribute Refixation_Ratio_AOI1 numeric
@attribute Average_Saccade_Length_AOI1 numeric
@attribute Saccade_Length_SD_AOI1 numeric
@attribute Average_Saccade_Absolute_Angle_AOI1 numeric
@attribute Saccade_Absolute_Angle_SD_AOI1 numeric
@attribute Average_Saccade_Relative_Angle_AOI1 numeric
@attribute Saccade_Relative_Angle_SD_AOI1 numeric
@attribute Average_Left_Eye_Difference_AOI1 numeric
@attribute Left_Eye_Difference_SD_AOI1 numeric
@attribute Average_Right_Eye_Difference_AOI1 numeric
@attribute Right_Eye_Difference_SD_AOI1 numeric
@attribute Blink_Count_AOI1 numeric
@attribute Average_Blink_Duration_AOI1 numeric
@attribute AOI_Language_AOI1 {Spanish,English}
@attribute Previous_AOI_Language_AOI1 {Spanish,English}
@attribute Language_Switch_AOI1 {No,Yes}
@attribute Average_Fixation_Duration_AOI2 numeric
@attribute Fixation_Duration_SD_AOI2 numeric
@attribute Longest_Fixation_Duration_AOI2 numeric
@attribute Refixation_Ratio_AOI2 numeric
@attribute Average_Saccade_Length_AOI2 numeric
@attribute Saccade_Length_SD_AOI2 numeric
@attribute Average_Saccade_Absolute_Angle_AOI2 numeric
@attribute Saccade_Absolute_Angle_SD_AOI2 numeric
@attribute Average_Saccade_Relative_Angle_AOI2 numeric
@attribute Saccade_Relative_Angle_SD_AOI2 numeric
@attribute Average_Left_Eye_Difference_AOI2 numeric
@attribute Left_Eye_Difference_SD_AOI2 numeric
@attribute Average_Right_Eye_Difference_AOI2 numeric
@attribute Right_Eye_Difference_SD_AOI2 numeric
@attribute Blink_Count_AOI2 numeric
@attribute Average_Blink_Duration_AOI2 numeric
@attribute AOI_Language_AOI2 {Spanish,English}
@attribute Previous_AOI_Language_AOI2 {Spanish,English}
@attribute Language_Switch_AOI2 {No,Yes}
@attribute Average_Fixation_Duration_AOI3 numeric
@attribute Fixation_Duration_SD_AOI3 numeric
@attribute Longest_Fixation_Duration_AOI3 numeric
@attribute Refixation_Ratio_AOI3 numeric
@attribute Average_Saccade_Length_AOI3 numeric
@attribute Saccade_Length_SD_AOI3 numeric
@attribute Average_Saccade_Absolute_Angle_AOI3 numeric
@attribute Saccade_Absolute_Angle_SD_AOI3 numeric
@attribute Average_Saccade_Relative_Angle_AOI3 numeric
@attribute Saccade_Relative_Angle_SD_AOI3 numeric
@attribute Average_Left_Eye_Difference_AOI3 numeric
@attribute Left_Eye_Difference_SD_AOI3 numeric
@attribute Average_Right_Eye_Difference_AOI3 numeric
@attribute Right_Eye_Difference_SD_AOI3 numeric
@attribute Blink_Count_AOI3 numeric
@attribute Average_Blink_Duration_AOI3 numeric
@attribute AOI_Language_AOI3 {Spanish,English}
@attribute Previous_AOI_Language_AOI3 {Spanish,English}
@attribute Language_Switch_AOI3 {No,Yes}
@attribute Average_Fixation_Duration_AOI4 numeric
@attribute Fixation_Duration_SD_AOI4 numeric
@attribute Longest_Fixation_Duration_AOI4 numeric
@attribute Refixation_Ratio_AOI4 numeric
@attribute Average_Saccade_Length_AOI4 numeric
@attribute Saccade_Length_SD_AOI4 numeric
@attribute Average_Saccade_Absolute_Angle_AOI4 numeric
@attribute Saccade_Absolute_Angle_SD_AOI4 numeric
@attribute Average_Saccade_Relative_Angle_AOI4 numeric
@attribute Saccade_Relative_Angle_SD_AOI4 numeric
@attribute Average_Left_Eye_Difference_AOI4 numeric
@attribute Left_Eye_Difference_SD_AOI4 numeric
@attribute Average_Right_Eye_Difference_AOI4 numeric
@attribute Right_Eye_Difference_SD_AOI4 numeric
@attribute Blink_Count_AOI4 numeric
@attribute Average_Blink_Duration_AOI4 numeric
@attribute AOI_Language_AOI4 {Spanish,English}
@attribute Previous_AOI_Language_AOI4 {Spanish,English}
@attribute Language_Switch_AOI4 {No,Yes}
@attribute Average_Fixation_Duration_AOI5 numeric
@attribute Fixation_Duration_SD_AOI5 numeric
@attribute Longest_Fixation_Duration_AOI5 numeric
@attribute Refixation_Ratio_AOI5 numeric
@attribute Average_Saccade_Length_AOI5 numeric
@attribute Saccade_Length_SD_AOI5 numeric
@attribute Average_Saccade_Absolute_Angle_AOI5 numeric
@attribute Saccade_Absolute_Angle_SD_AOI5 numeric
@attribute Average_Saccade_Relative_Angle_AOI5 numeric
@attribute Saccade_Relative_Angle_SD_AOI5 numeric
@attribute Average_Left_Eye_Difference_AOI5 numeric
@attribute Left_Eye_Difference_SD_AOI5 numeric
@attribute Average_Right_Eye_Difference_AOI5 numeric
@attribute Right_Eye_Difference_SD_AOI5 numeric
@attribute Blink_Count_AOI5 numeric
@attribute Average_Blink_Duration_AOI5 numeric
@attribute AOI_Language_AOI5 {Spanish,English}
@attribute Previous_AOI_Language_AOI5 {English,Spanish}
@attribute Language_Switch_AOI5 {Yes,No}
@attribute Average_Fixation_Duration_AOI6 numeric
@attribute Fixation_Duration_SD_AOI6 numeric
@attribute Longest_Fixation_Duration_AOI6 numeric
@attribute Refixation_Ratio_AOI6 numeric
@attribute Average_Saccade_Length_AOI6 numeric
@attribute Saccade_Length_SD_AOI6 numeric
@attribute Average_Saccade_Absolute_Angle_AOI6 numeric
@attribute Saccade_Absolute_Angle_SD_AOI6 numeric
@attribute Average_Saccade_Relative_Angle_AOI6 numeric
@attribute Saccade_Relative_Angle_SD_AOI6 numeric
@attribute Average_Left_Eye_Difference_AOI6 numeric
@attribute Left_Eye_Difference_SD_AOI6 numeric
@attribute Average_Right_Eye_Difference_AOI6 numeric
@attribute Right_Eye_Difference_SD_AOI6 numeric
@attribute Blink_Count_AOI6 numeric
@attribute Average_Blink_Duration_AOI6 numeric
@attribute AOI_Language_AOI6 {Spanish,English}
@attribute Previous_AOI_Language_AOI6 {Spanish,English}
@attribute Language_Switch_AOI6 {No,Yes}
@attribute 'Number of English AOIs' numeric
@attribute 'CEFR Median' {High,Low}

@data
0.210823,0.11611,0.72168,0.072072,23.058921,136.051735,23.058921,87.328403,100.119964,58.018001,0.079987,0.211101,0.079987,0.211101,3,0.089353,0.188707,0.0546,0.28906,0,30.001791,163.876364,30.001791,85.729755,90.009489,57.152816,0.260835,0.164018,0.260835,0.164018,0,0,Spanish,Spanish,No,0.217133,0.139245,0.69043,0.172414,33.850472,119.661988,33.850472,85.076535,106.199012,58.832185,0.109769,0.151809,0.109769,0.151809,2,0.08036,Spanish,Spanish,No,0.217851,0.095355,0.45605,0.04,-4.895094,143.196151,-4.895094,85.004629,84.143839,52.304326,-0.109269,0.177598,-0.109269,0.177598,1,0.10734,Spanish,Spanish,No,0.208333,0.162549,0.72168,0.083333,23.128541,52.099203,23.128541,69.668244,107.362617,62.228296,0.018812,0.315705,0.018812,0.315705,0,0,Spanish,Spanish,No,0.270997,0.160978,0.60352,0,52.923379,29.667704,52.923379,44.8666,114.040184,50.599367,0.169983,0.082838,0.169983,0.082838,0,0,Spanish,Spanish,No,0.196556,0.081645,0.36133,0.045455,27.051848,165.469719,27.051848,102.528703,110.32704,58.087904,0.104254,0.149291,0.104254,0.149291,0,0,Spanish,Spanish,No,0,High
0.229128,0.098445,0.50781,0.131313,18.640989,204.200366,18.640989,87.905825,105.375209,56.735296,0.120356,0.282801,0.120356,0.282801,2,0.130455,0.196536,0.098737,0.42188,0.083333,22.642146,99.673005,22.642146,86.050118,108.686132,50.693846,0.410909,0.184237,0.410909,0.184237,0,0,Spanish,Spanish,No,0.204036,0.07668,0.35449,0.066667,43.646671,94.227943,43.646671,84.407533,113.294223,58.422831,0.323788,0.155647,0.323788,0.155647,0,0,Spanish,Spanish,No,0.226563,0.064741,0.32813,0.125,0.022906,25.65804,0.022906,101.911606,95.927427,52.356557,-0.031726,0.204032,-0.031726,0.204032,1,0.11028,Spanish,Spanish,No,0.228841,0.101297,0.50781,0.277778,3.247637,102.765395,3.247637,89.805655,90.684706,64.568166,-0.156487,0.150111,-0.156487,0.150111,0,0,Spanish,Spanish,No,0.247159,0.064046,0.3623,0.090909,27.106023,143.01176,27.106023,56.225481,130.373431,44.929286,-0.318499,0.233736,-0.318499,0.233736,0,0,Spanish,Spanish,No,0.271994,0.112884,0.46875,0.130435,12.632147,360.694943,12.632147,93.012852,99.583188,56.402919,0.181929,0.178677,0.181929,0.178677,1,0.15063,Spanish,Spanish,No,0,High
0.209595,0.076986,0.39551,0.09375,22.724124,134.767354,22.724124,93.613515,78.949158,54.944944,0.18592,0.21918,0.18592,0.21918,2,0.109925,0.20394,0.059668,0.30176,0,19.272627,288.758864,19.272627,99.361003,64.356872,51.24847,0.56526,0.155431,0.56526,0.155431,0,0,Spanish,Spanish,No,0.159669,0.075626,0.30078,0.125,9.299081,55.812123,9.299081,79.741112,112.738829,55.519034,0.442967,0.167643,0.442967,0.167643,1,0.08887,Spanish,Spanish,No,0.223633,0.068875,0.35645,0.153846,26.262144,129.842966,26.262144,92.794058,76.969492,56.683765,0.13988,0.205826,0.13988,0.205826,0,0,Spanish,Spanish,No,0.224888,0.091363,0.39551,0.071429,29.967352,48.121948,29.967352,103.966667,75.655952,51.614312,-0.012146,0.177161,-0.012146,0.177161,1,0.13098,Spanish,Spanish,No,0.209572,0.060082,0.28809,0,7.136317,24.747195,7.136317,94.237184,82.128547,40.616262,0.144405,0.091447,0.144405,0.091447,0,0,Spanish,Spanish,No,0.180466,0.065087,0.27441,0,25.255049,75.851234,25.255049,73.931043,58.732285,46.800927,0.161946,0.030404,0.161946,0.030404,0,0,Spanish,Spanish,No,0,High
0.267063,0.152159,0.90625,0.153374,14.236152,171.467313,14.236152,93.749044,99.746436,60.525939,0.045089,0.39684,0.045089,0.39684,9,0.160063,0.216667,0.132934,0.84375,0.183333,0.742174,141.201567,0.742174,92.327384,108.573206,54.95463,0.471607,0.422945,0.471607,0.422945,1,0.13867,Spanish,Spanish,No,0.223558,0.116506,0.5,0.153846,13.585862,261.685523,13.585862,88.12291,98.519637,59.100441,0.214654,0.181752,0.214654,0.181752,1,0.12561,Spanish,Spanish,No,0.236607,0.107205,0.5,0.095238,-20.588995,87.42933,-20.588995,80.70727,115.318117,64.349868,-0.074184,0.169802,-0.074184,0.169802,2,0.171475,Spanish,Spanish,No,0.310855,0.122287,0.59375,0.210526,8.042093,161.010967,8.042093,106.470282,86.187509,61.167346,-0.334929,0.152641,-0.334929,0.152641,2,0.122165,Spanish,Spanish,No,0.363095,0.154145,0.6875,0.142857,59.780422,177.521357,59.780422,88.95045,82.824006,63.850958,-0.348538,0.098966,-0.348538,0.098966,2,0.18205,Spanish,Spanish,No,0.388672,0.201305,0.90625,0.0625,59.181886,157.468564,59.181886,74.1112,86.51368,60.89987,-0.458663,0.175891,-0.458663,0.175891,1,0.22491,Spanish,Spanish,No,0,Low
0.298295,0.218847,1.4375,0.045455,19.270186,129.242096,19.270186,97.653832,87.135635,63.860935,0.145859,0.493557,0.145859,0.493557,3,0.141973,0.382353,0.293059,1.4375,0.088235,-6.679894,133.253709,-6.679894,95.668059,75.786579,63.036898,0.449534,0.401835,0.449534,0.401835,2,0.183585,Spanish,Spanish,No,0.220982,0.129098,0.53125,0,37.24451,60.188858,37.24451,111.442101,81.1005,55.717438,0.113538,0.135589,0.113538,0.135589,1,0.05875,Spanish,Spanish,No,0.224265,0.098376,0.4375,0.058824,30.127612,137.499538,30.127612,84.223874,121.043077,60.511206,0.040026,0.326997,0.040026,0.326997,0,0,Spanish,Spanish,No,0.307292,0.081523,0.4375,0,25.965928,84.903519,25.965928,68.327848,92.672809,66.979732,0,0,0,0,0,0,Spanish,Spanish,No,0.29375,0.179626,0.75,0,28.715294,105.683951,28.715294,85.697431,87.341422,60.631112,-0.423463,0.209894,-0.423463,0.209894,0,0,Spanish,Spanish,No,0.223214,0.104887,0.4375,0,63.764524,189.565705,63.764524,111.901158,66.943109,62.011417,-0.469944,0.838894,-0.469944,0.838894,0,0,Spanish,Spanish,No,0,Low
0.319155,0.224142,1.53125,0.157407,30.216689,111.666236,30.216689,84.523234,94.361452,60.125954,0.094986,0.40284,0.094986,0.40284,6,0.168947,0.36926,0.295903,1.53125,0.204082,8.522377,94.742971,8.522377,83.360882,94.013269,59.155451,0.369503,0.367909,0.369503,0.367909,2,0.15421,Spanish,Spanish,No,0.270833,0.143476,0.625,0.190476,43.872268,174.15123,43.872268,81.626001,89.522724,53.684654,0.1176,0.186855,0.1176,0.186855,1,0.09414,Spanish,Spanish,No,0.302885,0.139423,0.625,0.153846,65.720424,72.690146,65.720424,87.008485,75.198106,57.532244,0.003341,0.179063,0.003341,0.179063,2,0.195525,Spanish,Spanish,No,0.265625,0.064424,0.40625,0,50.098457,76.917765,50.098457,73.063657,97.798313,73.043994,-0.38654,0.048197,-0.38654,0.048197,0,0,Spanish,Spanish,No,0.265625,0.088388,0.4375,0,58.025954,39.632595,58.025954,70.185106,125.844021,55.113869,-0.338466,0.074943,-0.338466,0.074943,0,0,Spanish,Spanish,No,0.275568,0.10728,0.46875,0.090909,27.75677,101.464119,27.75677,79.376308,103.026549,63.961777,-0.461399,0.09651,-0.461399,0.09651,1,0.22007,Spanish,Spanish,No,0,Low
0.267724,0.137676,0.75,0.059701,26.347708,130.943716,26.347708,88.944662,101.806351,65.962853,-0.134665,0.389683,-0.134665,0.389683,1,0.26528,0.229911,0.100645,0.53125,0.071429,-13.417166,69.347889,-13.417166,100.967777,92.875025,56.492714,0.348631,0.30791,0.348631,0.30791,0,0,Spanish,Spanish,No,0.215278,0.114531,0.5,0,47.81565,214.605955,47.81565,86.360901,120.341836,61.498197,0.146479,0.095679,0.146479,0.095679,0,0,Spanish,Spanish,No,0.273438,0.102955,0.46875,0.083333,41.344077,98.278504,41.344077,66.18939,107.282065,71.296004,-0.094833,0.126219,-0.094833,0.126219,0,0,Spanish,Spanish,No,0.265625,0.165359,0.6875,0.125,21.82642,62.011138,21.82642,101.32683,90.471894,71.522227,-0.355201,0.126338,-0.355201,0.126338,0,0,Spanish,Spanish,No,0.294643,0.205842,0.75,0,26.379675,40.299876,26.379675,45.058176,118.062939,64.139108,-0.522315,0.083838,-0.522315,0.083838,0,0,Spanish,Spanish,No,0.354167,0.058926,0.4375,0,54.75406,193.049797,54.75406,76.426465,97.369223,60.104506,-0.518432,0.126803,-0.518432,0.126803,1,0.26528,Spanish,Spanish,No,0,Low
0.272693,0.177783,1.21875,0.083333,-1.220513,169.979737,-1.220513,96.154075,92.499108,61.276029,0.055385,0.377889,0.055385,0.377889,1,0.19216,0.20875,0.086927,0.375,0.08,-29.903608,250.124423,-29.903608,84.607135,94.013983,59.884169,0.278269,0.198096,0.278269,0.198096,0,0,Spanish,Spanish,No,0.316667,0.239321,1.21875,0.133333,5.997444,143.949204,5.997444,92.855327,96.78885,68.207931,0.164872,0.330421,0.164872,0.330421,0,0,Spanish,Spanish,No,0.28125,0.188798,0.84375,0,19.073647,105.789367,19.073647,112.781586,90.811534,51.258318,-0.036416,0.14829,-0.036416,0.14829,0,0,Spanish,Spanish,No,0.229167,0.029463,0.25,0,57.657759,76.182573,57.657759,41.894828,90.721236,47.548074,-0.121057,0.163109,-0.121057,0.163109,1,0.19216,Spanish,Spanish,No,0.3125,0.099804,0.5625,0.1,-7.048856,78.100401,-7.048856,112.751755,73.687443,50.966855,-0.350194,0.062169,-0.350194,0.062169,0,0,Spanish,Spanish,No,0.25,0.091109,0.375,0,33.443834,38.860079,33.443834,53.286312,104.283359,65.46306,-0.27464,0.130777,-0.27464,0.130777,0,0,Spanish,Spanish,No,0,Low
0.261824,0.172956,1.125,0.108108,20.167294,131.878493,20.167294,87.080197,94.724395,65.382126,0.025745,0.462685,0.025745,0.462685,4,0.191415,0.270833,0.224047,1.125,0.153846,13.122451,158.887793,13.122451,91.399675,107.054516,57.901847,0.436181,0.245274,0.436181,0.245274,1,0.15493,Spanish,Spanish,No,0.190625,0.076695,0.375,0.066667,5.943152,110.281865,5.943152,86.816655,101.20681,68.26951,0.209084,0.260116,0.209084,0.260116,0,0,Spanish,Spanish,No,0.28125,0.108253,0.4375,0.1,34.869051,94.77657,34.869051,62.499273,100.702121,68.92515,-0.023897,0.181332,-0.023897,0.181332,0,0,Spanish,Spanish,No,0.226563,0.16883,0.65625,0,32.410942,66.766834,32.410942,70.221582,92.402303,54.532451,-0.22655,0.245892,-0.22655,0.245892,3,0.203577,Spanish,Spanish,No,0.375,0.157418,0.6875,0.125,34.704174,156.096612,34.704174,87.044996,61.536023,65.418128,-0.470542,0.122402,-0.470542,0.122402,0,0,Spanish,Spanish,No,0.269531,0.093669,0.375,0.125,48.156834,58.642619,48.156834,92.896877,71.532672,65.80739,-0.547061,0.096522,-0.547061,0.096522,0,0,Spanish,Spanish,No,0,Low
0.268757,0.141216,1.05176,0.086957,10.092827,355.049329,10.092827,102.898511,94.560208,59.927434,0.066527,0.368569,0.066527,0.368569,1,0.13094,0.24878,0.124795,0.49512,0,19.283628,80.05031,19.283628,118.412596,66.640361,55.252539,-0.253016,0.101105,-0.253016,0.101105,0,0,Spanish,Spanish,No,0.267046,0.120415,0.52539,0.181818,-6.342636,697.701953,-6.342636,100.193907,109.608658,55.466006,0.350351,0.439446,0.350351,0.439446,1,0.13094,Spanish,Spanish,No,0.241211,0.114759,0.5625,0.107143,4.702069,38.160397,4.702069,100.46536,88.510775,60.723104,0.238244,0.145542,0.238244,0.145542,0,0,Spanish,Spanish,No,0.255416,0.087363,0.46875,0,45.245333,68.72728,45.245333,96.878281,95.49262,43.708234,0.016564,0.113432,0.016564,0.113432,0,0,Spanish,Spanish,No,0.350888,0.23043,1.05176,0.076923,-7.688547,82.145147,-7.688547,108.502241,97.342691,68.912818,-0.202507,0.152116,-0.202507,0.152116,0,0,Spanish,Spanish,No,0.273537,0.115636,0.58301,0,38.440356,59.431882,38.440356,83.07292,96.085028,63.184108,-0.452091,0.121112,-0.452091,0.121112,0,0,Spanish,Spanish,No,0,High
0.284616,0.15993,0.76367,0.142857,30.066747,126.175671,30.066747,98.574412,96.367116,58.725735,0.07064,0.479437,0.07064,0.479437,3,0.11848,0.211914,0.090348,0.44141,0.1,65.927123,138.48064,65.927123,101.356178,117.801431,39.025688,0.338451,0.589758,0.338451,0.589758,1,0.08792,Spanish,English,Yes,0.333496,0.184974,0.76367,0.2,7.631884,62.347509,7.631884,92.029301,82.886356,63.395661,0.448918,0.143806,0.448918,0.143806,1,0.14997,Spanish,Spanish,No,0.277346,0.188919,0.70313,0,63.247135,197.943357,63.247135,82.427494,75.708278,61.636827,0.314949,0.465746,0.314949,0.465746,1,0.11755,Spanish,Spanish,No,0.338519,0.167113,0.65625,0.285714,14.262467,100.383896,14.262467,100.117266,109.559961,62.414545,-0.051094,0.118254,-0.051094,0.118254,0,0,Spanish,Spanish,No,0.214028,0.074119,0.30859,0,32.824307,134.049694,32.824307,84.825127,87.735012,49.364818,-0.210604,0.162075,-0.210604,0.162075,0,0,Spanish,Spanish,No,0.27995,0.144111,0.58301,0.111111,12.088606,43.826732,12.088606,101.986546,88.830354,56.921516,-0.449612,0.06998,-0.449612,0.06998,0,0,Spanish,Spanish,No,0,High
0.271001,0.241125,2.46582,0.102564,9.189656,134.156286,9.189656,101.377764,88.826507,60.37784,0.09745,0.52305,0.09745,0.52305,4,0.138088,0.199618,0.086255,0.46289,0.090909,-16.204664,167.145745,-16.204664,95.157063,88.401129,54.488773,-0.268343,0.647122,-0.268343,0.647122,0,0,Spanish,English,Yes,0.234223,0.093973,0.50879,0.15625,-1.172172,121.465054,-1.172172,98.56718,92.408072,65.038038,0.51523,0.261473,0.51523,0.261473,1,0.11426,Spanish,Spanish,No,0.194294,0.101908,0.53516,0.043478,-3.415657,106.044691,-3.415657,102.883143,88.809062,45.665772,0.3135,0.490553,0.3135,0.490553,1,0.15151,Spanish,Spanish,No,0.338053,0.133928,0.49609,0,55.491153,37.671889,55.491153,34.691778,101.929368,49.577394,0.136728,0.129544,0.136728,0.129544,0,0,Spanish,Spanish,No,0.343564,0.153795,0.7373,0.142857,-3.333324,84.757641,-3.333324,101.703444,88.379543,67.597568,-0.162572,0.12525,-0.162572,0.12525,1,0.13086,Spanish,Spanish,No,0.469878,0.592948,2.46582,0.076923,98.831914,201.681806,98.831914,79.696809,75.435623,69.832724,-0.385994,0.109079,-0.385994,0.109079,1,0.15572,Spanish,Spanish,No,0,High
0.280274,0.253088,1.91895,0.091743,17.31957,137.008151,17.31957,104.841794,88.971647,58.457525,0.102967,0.439634,0.102967,0.439634,1,0.10586,0.236028,0.194128,1.11914,0.153846,9.830854,175.118765,9.830854,99.2856,89.336192,52.009059,-0.293345,0.152815,-0.293345,0.152815,1,0.10586,Spanish,English,Yes,0.219857,0.121011,0.46875,0.133333,43.579731,56.713507,43.579731,99.962643,90.188772,55.414738,-0.109251,0.461805,-0.109251,0.461805,0,0,Spanish,Spanish,No,0.222604,0.087249,0.39453,0.105263,10.645882,85.562377,10.645882,96.257367,100.976565,55.799908,0.779477,0.319551,0.779477,0.319551,0,0,Spanish,Spanish,No,0.198677,0.088067,0.3877,0.055556,-19.075625,67.582019,-19.075625,108.095037,75.446475,57.921032,0.380651,0.335957,0.380651,0.335957,0,0,Spanish,Spanish,No,0.222461,0.075507,0.32129,0,25.365985,56.868449,25.365985,107.246489,87.938535,55.676391,0.363625,0.125413,0.363625,0.125413,0,0,Spanish,Spanish,No,0.527855,0.427159,1.91895,0.047619,41.236413,203.810343,41.236413,107.212547,88.874299,68.82726,-0.180321,0.125085,-0.180321,0.125085,0,0,Spanish,Spanish,No,0,High
0.30402,0.166776,0.70996,0.087719,20.932875,154.345633,20.932875,98.840638,88.941122,66.602654,0.077513,0.507608,0.077513,0.507608,1,0.17365,0.13086,0.03006,0.16797,0,-12.260091,310.188828,-12.260091,103.912711,53.231307,66.164788,-0.302708,0.876317,-0.302708,0.876317,0,0,Spanish,English,Yes,0.215251,0.095456,0.46289,0.083333,42.344692,76.96087,42.344692,100.677847,81.360207,67.282329,-0.165958,0.769963,-0.165958,0.769963,1,0.17365,Spanish,Spanish,No,0.147463,0.090197,0.22168,0.333333,96.603211,187.037632,96.603211,8.407308,95.184308,66.245418,0.393378,0.463514,0.393378,0.463514,0,0,Spanish,Spanish,No,0.303301,0.126622,0.56348,0.157895,6.133077,141.868476,6.133077,109.470282,92.673608,62.124601,0.333828,0.176999,0.333828,0.176999,0,0,Spanish,Spanish,No,0.423968,0.171748,0.70996,0,17.92619,136.94065,17.92619,83.841868,105.824164,69.305437,0.090899,0.128333,0.090899,0.128333,0,0,Spanish,Spanish,No,0.416408,0.188598,0.65723,0,15.354637,71.872937,15.354637,82.692296,70.501301,55.515202,-0.281106,0.094282,-0.281106,0.094282,0,0,Spanish,Spanish,No,0,High
0.257813,0.179969,1.11914,0.024096,10.979719,117.172779,10.979719,106.10096,82.682648,57.160044,0.057585,0.519167,0.057585,0.519167,1,0.12314,0.21154,0.115736,0.46387,0,-14.54932,69.490124,-14.54932,126.283219,62.978643,45.42858,-0.410254,0.083301,-0.410254,0.083301,0,0,Spanish,English,Yes,0.26028,0.222742,1.11914,0,-26.697902,84.4377,-26.697902,104.154425,79.127573,62.882548,-0.574188,0.102796,-0.574188,0.102796,0,0,Spanish,Spanish,No,0.189128,0.058019,0.28223,0,20.259297,83.567863,20.259297,80.58877,104.508181,53.748844,0.501348,0.676551,0.501348,0.676551,0,0,Spanish,Spanish,No,0.201824,0.127367,0.5127,0,39.268316,80.906635,39.268316,68.041333,89.226785,52.824685,1.100432,0.581816,1.100432,0.581816,0,0,Spanish,Spanish,No,0.270926,0.084144,0.42578,0.142857,24.294864,180.85406,24.294864,103.56837,71.00284,53.599688,0.238484,0.212807,0.238484,0.212807,1,0.12314,Spanish,Spanish,No,0.364014,0.248788,1.0918,0,41.941468,124.024317,41.941468,108.875543,93.083408,58.19826,-0.01683,0.516991,-0.01683,0.516991,0,0,Spanish,Spanish,No,0,High
0.272202,0.142239,0.87012,0.053191,16.019709,137.930525,16.019709,94.403883,103.124497,52.456193,-0.320351,0.279768,-0.320351,0.279768,0,0,0.239049,0.081906,0.4082,0,29.875839,81.989364,29.875839,95.667478,94.570176,45.884885,0.14887,0.092027,0.14887,0.092027,0,0,Spanish,English,Yes,0.299393,0.164057,0.70898,0.052632,-2.927559,176.97793,-2.927559,96.96195,123.944203,50.709845,-0.099881,0.082721,-0.099881,0.082721,0,0,Spanish,Spanish,No,0.288739,0.107496,0.41602,0,-12.76177,75.445449,-12.76177,90.345245,82.147217,59.381344,-0.290153,0.090973,-0.290153,0.090973,0,0,Spanish,Spanish,No,0.218833,0.080088,0.36719,0,2.757609,24.195511,2.757609,75.07086,102.5838,43.459069,-0.451682,0.154636,-0.451682,0.154636,0,0,Spanish,Spanish,No,0.245557,0.078135,0.37402,0,17.139383,168.131359,17.139383,78.669145,98.385621,53.087706,-0.521893,0.11029,-0.521893,0.11029,0,0,Spanish,Spanish,No,0.320802,0.208077,0.87012,0.2,44.109573,146.133574,44.109573,107.524153,103.836869,52.85452,-0.60158,0.256629,-0.60158,0.256629,0,0,Spanish,Spanish,No,0,Low
0.264049,0.108323,0.69043,0.090909,37.788291,62.594025,37.788291,98.411532,101.735711,57.733747,-0.39989,0.219077,-0.39989,0.219077,1,0.04307,0.259768,0.073191,0.34863,0,56.343207,31.52016,56.343207,69.24318,99.177691,30.491632,0.02343,0.13501,0.02343,0.13501,0,0,Spanish,English,Yes,0.230955,0.077635,0.30859,0,54.583862,47.663715,54.583862,87.839225,106.85138,39.496852,-0.121453,0.06042,-0.121453,0.06042,0,0,Spanish,Spanish,No,0.288546,0.129122,0.69043,0.117647,24.577603,76.132555,24.577603,117.957082,101.920683,61.430278,-0.296764,0.107201,-0.296764,0.107201,0,0,Spanish,Spanish,No,0.248047,0.067519,0.32129,0,-11.304998,59.684163,-11.304998,74.460485,111.247632,55.483159,-0.457261,0.116463,-0.457261,0.116463,0,0,Spanish,Spanish,No,0.237926,0.093007,0.40234,0.090909,63.600198,47.88607,63.600198,79.752135,97.855293,67.610014,-0.644945,0.092895,-0.644945,0.092895,1,0.04307,Spanish,Spanish,No,0.28613,0.127905,0.45605,0.333333,96.619262,50.550513,96.619262,47.330174,92.721505,30.088225,-0.701916,0.027732,-0.701916,0.027732,0,0,Spanish,Spanish,No,0,Low
