@relation 'aoipage spanish median cefr'

@attribute Average_Fixation_Duration numeric
@attribute Fixation_Duration_SD numeric
@attribute Longest_Fixation_Duration numeric
@attribute Refixation_Ratio numeric
@attribute Average_Saccade_Length numeric
@attribute Saccade_Length_SD numeric
@attribute Average_Saccade_Absolute_Angle numeric
@attribute Saccade_Absolute_Angle_SD numeric
@attribute Average_Saccade_Relative_Angle numeric
@attribute Saccade_Relative_Angle_SD numeric
@attribute Average_Left_Eye_Difference numeric
@attribute Left_Eye_Difference_SD numeric
@attribute Average_Right_Eye_Difference numeric
@attribute Right_Eye_Difference_SD numeric
@attribute Blink_Count numeric
@attribute Average_Blink_Duration numeric
@attribute Average_Fixation_Duration_AOI1 numeric
@attribute Fixation_Duration_SD_AOI1 numeric
@attribute Longest_Fixation_Duration_AOI1 numeric
@attribute Refixation_Ratio_AOI1 numeric
@attribute Average_Saccade_Length_AOI1 numeric
@attribute Saccade_Length_SD_AOI1 numeric
@attribute Average_Saccade_Absolute_Angle_AOI1 numeric
@attribute Saccade_Absolute_Angle_SD_AOI1 numeric
@attribute Average_Saccade_Relative_Angle_AOI1 numeric
@attribute Saccade_Relative_Angle_SD_AOI1 numeric
@attribute Average_Left_Eye_Difference_AOI1 numeric
@attribute Left_Eye_Difference_SD_AOI1 numeric
@attribute Average_Right_Eye_Difference_AOI1 numeric
@attribute Right_Eye_Difference_SD_AOI1 numeric
@attribute Blink_Count_AOI1 numeric
@attribute Average_Blink_Duration_AOI1 numeric
@attribute AOI_Language_AOI1 {Spanish,English}
@attribute Previous_AOI_Language_AOI1 {Spanish,English}
@attribute Language_Switch_AOI1 {No,Yes}
@attribute Average_Fixation_Duration_AOI2 numeric
@attribute Fixation_Duration_SD_AOI2 numeric
@attribute Longest_Fixation_Duration_AOI2 numeric
@attribute Refixation_Ratio_AOI2 numeric
@attribute Average_Saccade_Length_AOI2 numeric
@attribute Saccade_Length_SD_AOI2 numeric
@attribute Average_Saccade_Absolute_Angle_AOI2 numeric
@attribute Saccade_Absolute_Angle_SD_AOI2 numeric
@attribute Average_Saccade_Relative_Angle_AOI2 numeric
@attribute Saccade_Relative_Angle_SD_AOI2 numeric
@attribute Average_Left_Eye_Difference_AOI2 numeric
@attribute Left_Eye_Difference_SD_AOI2 numeric
@attribute Average_Right_Eye_Difference_AOI2 numeric
@attribute Right_Eye_Difference_SD_AOI2 numeric
@attribute Blink_Count_AOI2 numeric
@attribute Average_Blink_Duration_AOI2 numeric
@attribute AOI_Language_AOI2 {Spanish,English}
@attribute Previous_AOI_Language_AOI2 {Spanish,English}
@attribute Language_Switch_AOI2 {No,Yes}
@attribute Average_Fixation_Duration_AOI3 numeric
@attribute Fixation_Duration_SD_AOI3 numeric
@attribute Longest_Fixation_Duration_AOI3 numeric
@attribute Refixation_Ratio_AOI3 numeric
@attribute Average_Saccade_Length_AOI3 numeric
@attribute Saccade_Length_SD_AOI3 numeric
@attribute Average_Saccade_Absolute_Angle_AOI3 numeric
@attribute Saccade_Absolute_Angle_SD_AOI3 numeric
@attribute Average_Saccade_Relative_Angle_AOI3 numeric
@attribute Saccade_Relative_Angle_SD_AOI3 numeric
@attribute Average_Left_Eye_Difference_AOI3 numeric
@attribute Left_Eye_Difference_SD_AOI3 numeric
@attribute Average_Right_Eye_Difference_AOI3 numeric
@attribute Right_Eye_Difference_SD_AOI3 numeric
@attribute Blink_Count_AOI3 numeric
@attribute Average_Blink_Duration_AOI3 numeric
@attribute AOI_Language_AOI3 {Spanish,English}
@attribute Previous_AOI_Language_AOI3 {Spanish,English}
@attribute Language_Switch_AOI3 {No,Yes}
@attribute Average_Fixation_Duration_AOI4 numeric
@attribute Fixation_Duration_SD_AOI4 numeric
@attribute Longest_Fixation_Duration_AOI4 numeric
@attribute Refixation_Ratio_AOI4 numeric
@attribute Average_Saccade_Length_AOI4 numeric
@attribute Saccade_Length_SD_AOI4 numeric
@attribute Average_Saccade_Absolute_Angle_AOI4 numeric
@attribute Saccade_Absolute_Angle_SD_AOI4 numeric
@attribute Average_Saccade_Relative_Angle_AOI4 numeric
@attribute Saccade_Relative_Angle_SD_AOI4 numeric
@attribute Average_Left_Eye_Difference_AOI4 numeric
@attribute Left_Eye_Difference_SD_AOI4 numeric
@attribute Average_Right_Eye_Difference_AOI4 numeric
@attribute Right_Eye_Difference_SD_AOI4 numeric
@attribute Blink_Count_AOI4 numeric
@attribute Average_Blink_Duration_AOI4 numeric
@attribute AOI_Language_AOI4 {Spanish,English}
@attribute Previous_AOI_Language_AOI4 {Spanish,English}
@attribute Language_Switch_AOI4 {No,Yes}
@attribute Average_Fixation_Duration_AOI5 numeric
@attribute Fixation_Duration_SD_AOI5 numeric
@attribute Longest_Fixation_Duration_AOI5 numeric
@attribute Refixation_Ratio_AOI5 numeric
@attribute Average_Saccade_Length_AOI5 numeric
@attribute Saccade_Length_SD_AOI5 numeric
@attribute Average_Saccade_Absolute_Angle_AOI5 numeric
@attribute Saccade_Absolute_Angle_SD_AOI5 numeric
@attribute Average_Saccade_Relative_Angle_AOI5 numeric
@attribute Saccade_Relative_Angle_SD_AOI5 numeric
@attribute Average_Left_Eye_Difference_AOI5 numeric
@attribute Left_Eye_Difference_SD_AOI5 numeric
@attribute Average_Right_Eye_Difference_AOI5 numeric
@attribute Right_Eye_Difference_SD_AOI5 numeric
@attribute Blink_Count_AOI5 numeric
@attribute Average_Blink_Duration_AOI5 numeric
@attribute AOI_Language_AOI5 {Spanish,English}
@attribute Previous_AOI_Language_AOI5 {English,Spanish}
@attribute Language_Switch_AOI5 {Yes,No}
@attribute Average_Fixation_Duration_AOI6 numeric
@attribute Fixation_Duration_SD_AOI6 numeric
@attribute Longest_Fixation_Duration_AOI6 numeric
@attribute Refixation_Ratio_AOI6 numeric
@attribute Average_Saccade_Length_AOI6 numeric
@attribute Saccade_Length_SD_AOI6 numeric
@attribute Average_Saccade_Absolute_Angle_AOI6 numeric
@attribute Saccade_Absolute_Angle_SD_AOI6 numeric
@attribute Average_Saccade_Relative_Angle_AOI6 numeric
@attribute Saccade_Relative_Angle_SD_AOI6 numeric
@attribute Average_Left_Eye_Difference_AOI6 numeric
@attribute Left_Eye_Difference_SD_AOI6 numeric
@attribute Average_Right_Eye_Difference_AOI6 numeric
@attribute Right_Eye_Difference_SD_AOI6 numeric
@attribute Blink_Count_AOI6 numeric
@attribute Average_Blink_Duration_AOI6 numeric
@attribute AOI_Language_AOI6 {Spanish,English}
@attribute Previous_AOI_Language_AOI6 {Spanish,English}
@attribute Language_Switch_AOI6 {No,Yes}
@attribute 'Number of English AOIs' numeric
@attribute 'CEFR Median' {High,Low}

@data
0.273829,0.121548,0.62988,0.057143,20.063892,195.14378,20.063892,93.772621,107.055348,63.017612,0,0,0,0,1,0.08345,0.30827,0.052629,0.38184,0,-5.090715,34.219625,-5.090715,10.726957,118.491357,67.583157,0,0,0,0,0,0,Spanish,Spanish,No,0.22412,0.039141,0.28125,0,-7.069989,31.307553,-7.069989,27.889693,114.359073,61.688964,0,0,0,0,0,0,Spanish,Spanish,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spanish,Spanish,No,0.300587,0.156915,0.62988,0.066667,46.492002,131.757809,46.492002,87.6612,114.324241,64.415598,0,0,0,0,1,0.08345,Spanish,Spanish,No,0.291667,0.064151,0.36816,0,54.052259,158.921235,54.052259,77.286006,116.87984,51.868919,0,0,0,0,0,0,Spanish,Spanish,No,0.214844,0.091162,0.35547,0.142857,-39.415036,331.130765,-39.415036,123.165208,73.983455,56.126924,0,0,0,0,0,0,Spanish,Spanish,No,0,Low
0.322754,0.202811,1.05469,0.026316,21.190167,122.205704,21.190167,92.006706,100.680148,63.014415,-0.206501,0.280696,-0.206501,0.280696,0,0,0.19707,0.05726,0.24805,0,9.056108,30.209684,9.056108,27.348509,110.731168,58.536424,0.114151,0.367864,0.114151,0.367864,0,0,Spanish,Spanish,No,0.402255,0.253433,1.05469,0.090909,22.204626,66.018738,22.204626,90.346775,95.613369,64.091282,-0.037596,0.236135,-0.037596,0.236135,0,0,Spanish,Spanish,No,0.267578,0.081884,0.4248,0,-6.222591,130.057319,-6.222591,104.520414,88.083536,63.342586,-0.233938,0.289013,-0.233938,0.289013,0,0,Spanish,Spanish,No,0.321182,0.177903,0.64648,0,42.658485,175.22722,42.658485,66.140054,105.248685,67.330086,-0.313032,0.081388,-0.313032,0.081388,0,0,Spanish,Spanish,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spanish,Spanish,No,0.388915,0.274544,0.85742,0,46.942972,22.041739,46.942972,137.975158,120.113181,44.014867,-0.690219,0.067372,-0.690219,0.067372,0,0,Spanish,Spanish,No,0,Low
0.315195,0.15021,0.79785,0.018519,29.446729,147.821418,29.446729,87.87053,96.650484,69.600849,-0.261531,0.285888,-0.261531,0.285888,1,0.11074,0.239345,0.069688,0.375,0,7.91169,180.393119,7.91169,94.294444,136.198985,40.807972,0.152258,0.25247,0.152258,0.25247,1,0.11074,Spanish,Spanish,No,0.373535,0.096619,0.5166,0,79.015451,38.975854,79.015451,81.2992,95.299633,71.82645,-0.061854,0.16901,-0.061854,0.16901,0,0,Spanish,Spanish,No,0.309246,0.091759,0.4834,0.111111,44.519958,145.579713,44.519958,74.434356,78.142489,70.14949,-0.337572,0.134909,-0.337572,0.134909,0,0,Spanish,Spanish,No,0.362306,0.18887,0.79785,0,19.575915,130.817652,19.575915,79.984832,109.227978,72.987852,-0.341797,0.182446,-0.341797,0.182446,0,0,Spanish,Spanish,No,0.19922,0.100683,0.35645,0,10.626961,23.268289,10.626961,138.29548,56.952703,48.176366,-0.621383,0.104909,-0.621383,0.104909,0,0,Spanish,Spanish,No,0.352629,0.164181,0.72363,0,40.927889,164.517896,40.927889,66.789556,70.020537,69.008221,-0.655267,0.068682,-0.655267,0.068682,0,0,Spanish,Spanish,No,0,Low
0.331039,0.202215,0.91699,0.080645,31.89314,123.402418,31.89314,81.317999,98.12671,72.560336,0.123656,0.279675,0.123656,0.279675,0,0,0.278756,0.149942,0.56055,0,38.72212,82.470589,38.72212,74.880539,103.462288,62.925642,0.619722,0.105149,0.619722,0.105149,0,0,Spanish,English,Yes,0.214355,0.033695,0.24805,0,8.082546,27.540481,8.082546,8.201912,97.279817,66.31636,0.498461,0.01202,0.498461,0.01202,0,0,Spanish,Spanish,No,0.466717,0.238468,0.91699,0.083333,31.01533,50.786002,31.01533,70.276185,102.83203,73.288891,0.181414,0.122148,0.181414,0.122148,0,0,Spanish,Spanish,No,0.279447,0.15409,0.5957,0.076923,47.452124,122.651404,47.452124,75.474734,104.901553,71.501323,0.030481,0.13719,0.030481,0.13719,0,0,Spanish,Spanish,No,0.316923,0.19744,0.81055,0.058824,12.262007,147.815722,12.262007,89.804394,96.169882,75.163244,-0.062944,0.15449,-0.062944,0.15449,0,0,Spanish,Spanish,No,0.329536,0.201691,0.68359,0.222222,46.132758,142.574974,46.132758,91.819202,80.615914,75.346881,-0.04566,0.102958,-0.04566,0.102958,0,0,Spanish,Spanish,No,0,Low
0.33426,0.218053,1.4668,0.084507,23.331311,146.979879,23.331311,97.933367,95.508282,70.674869,0.314742,0.291605,0.314742,0.291605,0,0,0.337348,0.165306,0.7373,0,9.067971,72.996746,9.067971,94.298997,99.857428,76.939202,0.655952,0.132726,0.655952,0.132726,0,0,Spanish,English,Yes,0.302885,0.11554,0.55566,0,3.770611,134.507068,3.770611,88.115737,100.689986,72.517533,0.42332,0.194435,0.42332,0.194435,0,0,Spanish,Spanish,No,0.220215,0.08805,0.47461,0.083333,39.350269,145.604609,39.350269,88.215706,111.411607,72.245094,0.278124,0.142151,0.278124,0.142151,0,0,Spanish,Spanish,No,0.412573,0.337077,1.4668,0.210526,37.554221,148.659379,37.554221,89.712151,84.07325,67.704097,0.038827,0.111097,0.038827,0.111097,0,0,Spanish,Spanish,No,0.359702,0.1563,0.59668,0.166667,-23.147124,225.703607,-23.147124,131.930366,96.455639,51.456794,0.085751,0.122607,0.085751,0.122607,0,0,Spanish,Spanish,No,0.361003,0.082524,0.46191,0,132.476994,129.965857,132.476994,40.681664,53.873208,29.976762,0.148903,0.034225,0.148903,0.034225,0,0,Spanish,Spanish,No,0,Low
0.373573,0.223666,1.10352,0.025641,13.848614,107.233608,13.848614,87.93613,90.318323,71.825302,0.065867,0.221528,0.065867,0.221528,1,0.11776,0.16211,0.002109,0.16504,0,-23.05932,24.06318,-23.05932,3.722576,90.840862,61.779463,0.480703,0.125211,0.480703,0.125211,0,0,Spanish,English,Yes,0.378093,0.147185,0.60645,0.166667,-13.95653,144.966799,-13.95653,119.128567,74.151206,75.515392,0.330923,0.158808,0.330923,0.158808,0,0,Spanish,Spanish,No,0.286135,0.120107,0.48145,0,-27.333724,36.109389,-27.333724,44.445332,107.532956,72.367103,0.005311,0.04362,0.005311,0.04362,1,0.11776,Spanish,Spanish,No,0.301367,0.134388,0.56934,0,45.467499,46.684801,45.467499,69.006729,114.289384,72.169465,-0.103831,0.101088,-0.103831,0.101088,0,0,Spanish,Spanish,No,0.39974,0.224174,1.00488,0,-2.764498,100.975921,-2.764498,78.56126,84.969653,76.194684,-0.083808,0.154708,-0.083808,0.154708,0,0,Spanish,Spanish,No,0.579797,0.295102,1.10352,0,53.221927,148.836541,53.221927,97.450517,66.747459,50.143252,0.130359,0.116042,0.130359,0.116042,0,0,Spanish,Spanish,No,0,Low
0.316868,0.191705,1.125,0.036364,39.775029,174.222042,39.775029,89.944204,102.50498,69.987699,0.151415,0.285151,0.151415,0.285151,3,0.11623,0.487698,0.27603,0.81055,0,68.371386,60.32956,68.371386,119.147587,92.221821,56.08107,0.654486,0.051755,0.654486,0.051755,0,0,Spanish,English,Yes,0.31875,0.114003,0.62305,0,32.313355,129.833224,32.313355,64.811965,117.255482,67.605411,0.372659,0.104734,0.372659,0.104734,0,0,Spanish,Spanish,No,0.374389,0.239163,1.125,0.0625,60.400127,163.517498,60.400127,79.441718,80.783177,73.809119,0.192391,0.121113,0.192391,0.121113,0,0,Spanish,Spanish,No,0.241282,0.102151,0.52148,0.071429,23.357506,170.711472,23.357506,99.234819,111.77885,60.378568,-0.066416,0.167796,-0.066416,0.167796,1,0.11394,Spanish,Spanish,No,0.248046,0.115783,0.48242,0,25.870225,68.687609,25.870225,84.761481,121.909734,72.386075,-0.092444,0.165716,-0.092444,0.165716,2,0.117375,Spanish,Spanish,No,0.22461,0.06348,0.28809,0,11.133605,417.990711,11.133605,92.819338,85.698694,80.060018,-0.128469,0.143855,-0.128469,0.143855,0,0,Spanish,Spanish,No,0,Low
0.385669,0.22423,1.17773,0,32.998273,149.740143,32.998273,78.093809,104.035078,67.512951,0.263205,0.335151,0.263205,0.335151,1,0.13617,0.313478,0.104524,0.46191,0,52.662704,158.594517,52.662704,80.109599,75.16943,46.720731,0.932913,0.203648,0.932913,0.203648,0,0,Spanish,English,Yes,0.331196,0.086359,0.42188,0,46.586985,153.08128,46.586985,64.856766,112.064162,67.943997,0.5128,0.145554,0.5128,0.145554,0,0,Spanish,Spanish,No,0.456724,0.22265,0.88379,0,15.510088,108.389561,15.510088,63.105487,109.198395,67.718799,0.17027,0.081494,0.17027,0.081494,0,0,Spanish,Spanish,No,0.3431,0.2043,0.70996,0,73.045699,198.453213,73.045699,82.623385,99.567658,68.909191,0.132372,0.213123,0.132372,0.213123,1,0.13617,Spanish,Spanish,No,0.367338,0.260026,1.17773,0,24.287161,153.111167,24.287161,69.951094,110.328518,72.438579,0.00243,0.203471,0.00243,0.203471,0,0,Spanish,Spanish,No,0.33911,0.289887,0.84082,0,40.862448,112.028235,40.862448,130.739919,80.571522,48.895683,0.693569,0.274596,0.693569,0.274596,0,0,Spanish,Spanish,No,0,Low
0.459542,0.307624,1.5332,0.130952,17.041783,120.477016,17.041783,85.938272,91.826007,70.55586,0.465645,0.309924,0.465645,0.309924,4,0.124762,0.387334,0.207354,0.93848,0.148148,-7.647352,136.268439,-7.647352,86.605382,83.060238,66.285947,0.815243,0.218606,0.815243,0.218606,0,0,Spanish,English,Yes,0.558968,0.396346,1.5332,0,11.863007,87.734403,11.863007,75.636533,100.036767,68.498616,0.499898,0.093505,0.499898,0.093505,1,0.11106,Spanish,Spanish,No,0.546873,0.368595,1.05957,0,48.484226,73.22091,48.484226,76.248498,68.175581,75.742414,0.092136,0.059168,0.092136,0.059168,0,0,Spanish,Spanish,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spanish,Spanish,No,0.431701,0.234055,1.05176,0.0625,52.322437,112.708114,52.322437,77.06491,93.3747,74.571459,0.162718,0.11229,0.162718,0.11229,1,0.11948,Spanish,Spanish,No,0.493164,0.353788,1.44727,0.24,20.046299,121.100579,20.046299,87.4319,98.870329,71.11668,0.308961,0.106976,0.308961,0.106976,2,0.134255,Spanish,Spanish,No,0,Low
0.270185,0.118781,0.5625,0.020833,20.272702,94.10141,20.272702,89.964769,102.531107,62.701809,-0.177316,0.242599,-0.177316,0.242599,2,0.178265,0.228128,0.094579,0.4375,0,14.96869,69.872789,14.96869,83.931313,100.605846,72.916011,0.219614,0.084545,0.219614,0.084545,0,0,Spanish,English,Yes,0.232147,0.103789,0.45313,0,29.467121,136.098787,29.467121,69.206066,132.289205,31.896948,0.028457,0.142518,0.028457,0.142518,0,0,Spanish,Spanish,No,0.326565,0.10185,0.46875,0,0.492833,69.484851,0.492833,87.509034,95.434482,65.946042,-0.198881,0.156872,-0.198881,0.156872,0,0,Spanish,Spanish,No,0.289066,0.142222,0.5625,0,63.652056,108.131771,63.652056,90.150909,89.26137,68.580272,-0.312788,0.097567,-0.312788,0.097567,2,0.178265,Spanish,Spanish,No,0.264207,0.113938,0.48438,0.090909,-2.21054,77.276579,-2.21054,94.152109,103.859246,51.682908,-0.538664,0.277201,-0.538664,0.277201,0,0,Spanish,Spanish,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spanish,Spanish,No,0,Low
0.234652,0.118074,0.65625,0.035088,23.636098,129.642259,23.636098,103.018347,86.785469,59.702772,-0.088565,0.2173,-0.088565,0.2173,1,0.16296,0.206253,0.078373,0.3125,0,22.587721,69.609059,22.587721,95.159263,110.990865,62.675606,-0.358624,0.121339,-0.358624,0.121339,0,0,Spanish,Spanish,No,0.35045,0.164482,0.65625,0,52.600283,200.798606,52.600283,70.028353,76.77429,35.057374,-0.158227,0.150545,-0.158227,0.150545,0,0,Spanish,Spanish,No,0.25,0,0.25,0,160.60105,0,160.60105,0,165.592685,0,-0.013364,0,-0.013364,0,0,0,Spanish,Spanish,No,0.210158,0.072193,0.35938,0.1,18.877207,138.499341,18.877207,102.691885,82.828248,57.943107,0.161937,0.163043,0.161937,0.163043,0,0,English,English,No,0.209638,0.091878,0.375,0,0.457246,76.832561,0.457246,112.800344,94.64032,64.795058,-0.105204,0.195507,-0.105204,0.195507,0,0,Spanish,English,Yes,0.270091,0.172323,0.65625,0,29.935176,145.565276,29.935176,109.953022,48.80023,44.453509,-0.331159,0.268545,-0.331159,0.268545,1,0.16296,Spanish,Spanish,No,0,Low
0.269625,0.117995,0.70313,0,58.815662,101.243305,58.815662,93.363548,94.285494,66.938015,-0.072598,0.229223,-0.072598,0.229223,1,0.15912,0.296878,0.055244,0.39063,0,124.706154,95.474809,124.706154,74.667512,82.774598,72.744843,-0.4802,0.080152,-0.4802,0.080152,0,0,Spanish,Spanish,No,0.250003,0.087694,0.34375,0,43.952412,44.275373,43.952412,76.642522,128.559399,71.882294,-0.220367,0.121848,-0.220367,0.121848,0,0,Spanish,Spanish,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spanish,Spanish,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,English,Spanish,Yes,0.281253,0.113214,0.4375,0,42.408292,83.281604,42.408292,127.356021,89.943705,59.797322,-0.070857,0.148403,-0.070857,0.148403,0,0,Spanish,?,Yes,0.24219,0.095108,0.48438,0,51.787454,79.061906,51.787454,77.090348,89.402208,65.161262,-0.318746,0.108373,-0.318746,0.108373,0,0,Spanish,Spanish,No,0,Low
0.248439,0.108204,0.53125,0.033333,47.655821,140.779638,47.655821,81.970175,92.583858,62.835596,-0.067982,0.23356,-0.067982,0.23356,0,0,0.214846,0.110418,0.35938,0.125,52.30441,116.463114,52.30441,72.746275,105.885792,57.259653,0.006217,0.134242,0.006217,0.134242,0,0,Spanish,English,Yes,0.245537,0.072192,0.32813,0,80.161197,49.791046,80.161197,76.614461,95.958535,60.083516,-0.214362,0.225593,-0.214362,0.225593,0,0,Spanish,Spanish,No,0.328128,0.113964,0.53125,0,40.457657,246.862854,40.457657,95.797218,77.797304,57.058801,-0.317254,0.22051,-0.317254,0.22051,0,0,Spanish,Spanish,No,0.253908,0.111789,0.40625,0,10.670518,54.682494,10.670518,18.43092,125.382748,49.703631,-0.152952,0.119907,-0.152952,0.119907,0,0,Spanish,Spanish,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spanish,Spanish,No,0.226563,0.098718,0.4375,0,34.190105,98.337015,34.190105,97.053782,61.367025,68.3752,0.280602,0.077653,0.280602,0.077653,0,0,English,English,No,0,Low
0.242927,0.12714,0.71875,0.09434,32.428528,131.102935,32.428528,92.907598,82.417696,57.77304,-0.067286,0.24777,-0.067286,0.24777,1,0.18697,0.223962,0.088236,0.35938,0,8.716478,75.652653,8.716478,95.854581,77.310491,51.817585,-0.024654,0.054034,-0.024654,0.054034,0,0,Spanish,English,Yes,0.203127,0.049412,0.29688,0.125,60.449278,64.956658,60.449278,82.532338,34.542948,49.425099,-0.242617,0.214522,-0.242617,0.214522,0,0,Spanish,Spanish,No,0.283205,0.130127,0.53125,0.125,-8.390122,29.338849,-8.390122,78.169177,113.625602,46.765765,-0.309001,0.201137,-0.309001,0.201137,0,0,Spanish,Spanish,No,0.212502,0.063738,0.29688,0.1,30.161342,124.658893,30.161342,76.677378,99.067639,52.356203,-0.329619,0.239594,-0.329619,0.239594,1,0.18697,Spanish,Spanish,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spanish,Spanish,No,0.262651,0.164628,0.71875,0.095238,45.158403,177.248035,45.158403,100.88869,82.297627,56.602986,0.196025,0.151794,0.196025,0.151794,0,0,English,English,No,0,Low
0.227136,0.109081,0.57813,0.073171,39.601409,336.475232,39.601409,85.839293,96.895429,62.673079,-0.049387,0.295312,-0.049387,0.295312,0,0,0.178128,0.081849,0.32813,0.2,30.136027,601.193222,30.136027,89.208216,99.18602,63.067489,0.072676,0.423853,0.072676,0.423853,0,0,Spanish,?,Yes,0.178128,0.081849,0.32813,0.2,30.136027,601.193222,30.136027,89.208216,99.18602,63.067489,0.072676,0.423853,0.072676,0.423853,0,0,English,Spanish,Yes,0.26563,0.03125,0.29688,0,75.290962,84.977497,75.290962,72.507542,45.133597,10.148682,-0.373989,0.07784,-0.373989,0.07784,0,0,Spanish,English,Yes,0.227679,0.127993,0.5,0,75.758127,162.085969,75.758127,80.251935,121.243823,52.768245,-0.261482,0.144653,-0.261482,0.144653,0,0,Spanish,Spanish,No,0.295457,0.12927,0.57813,0.090909,36.902076,59.785608,36.902076,91.836941,91.513829,72.693915,-0.019918,0.090539,-0.019918,0.090539,0,0,Spanish,Spanish,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spanish,Spanish,No,0,Low
0.362462,0.24358,1.86914,0.032258,22.111821,104.40432,22.111821,92.31571,99.981396,63.023052,-0.056389,0.378145,-0.056389,0.378145,0,0,0.344764,0.163406,0.67676,0.037037,20.494201,74.058757,20.494201,100.124088,98.886162,58.946501,0.336453,0.301859,0.336453,0.301859,0,0,Spanish,Spanish,No,0.426026,0.159645,0.72852,0.125,38.210292,184.575019,38.210292,109.914094,89.607992,56.441953,-0.138359,0.395153,-0.138359,0.395153,0,0,Spanish,Spanish,No,0.280761,0.068469,0.38184,0,10.551885,42.473329,10.551885,52.816573,96.189859,67.945218,0.028814,0.078357,0.028814,0.078357,0,0,Spanish,Spanish,No,0.36865,0.138066,0.57617,0,11.794156,35.066377,11.794156,22.687903,125.371569,62.049469,-0.289177,0.116421,-0.289177,0.116421,0,0,Spanish,Spanish,No,0.4625,0.489877,1.86914,0,6.092305,110.965309,6.092305,94.002106,100.499155,62.82002,-0.629549,0.132574,-0.629549,0.132574,0,0,Spanish,Spanish,No,0.282028,0.051742,0.34277,0,63.878477,118.932723,63.878477,81.718377,107.211904,79.130828,-0.754748,0.066817,-0.754748,0.066817,0,0,Spanish,Spanish,No,0,High
0.4148,0.318587,2.25684,0.061538,32.135839,150.905793,32.135839,90.254633,106.972816,67.310404,-0.27196,0.393866,-0.27196,0.393866,0,0,0.334579,0.227177,1.15137,0.086957,13.107275,155.369968,13.107275,91.699922,110.078383,68.021846,-0.182211,0.10455,-0.182211,0.10455,0,0,Spanish,Spanish,No,0.435874,0.17299,0.8916,0,15.175154,189.852946,15.175154,78.202895,110.526962,67.552595,0.179765,0.437119,0.179765,0.437119,0,0,Spanish,Spanish,No,0.571182,0.604149,2.25684,0,75.548881,174.580547,75.548881,73.866532,90.276859,58.909003,-0.114146,0.170778,-0.114146,0.170778,0,0,Spanish,Spanish,No,0.60205,0.1001,0.70215,0,137.670075,19.734053,137.670075,9.070016,126.869411,34.990558,-0.462207,0.08148,-0.462207,0.08148,0,0,Spanish,Spanish,No,0.4198,0.311094,1.13965,0.125,27.934842,69.686035,27.934842,105.663424,100.840841,76.860239,-0.675497,0.121807,-0.675497,0.121807,0,0,Spanish,Spanish,No,0.393913,0.218136,0.91797,0.090909,38.77287,115.870728,38.77287,81.161509,111.10449,66.202632,-0.753457,0.169393,-0.753457,0.169393,0,0,Spanish,Spanish,No,0,High
0.33107,0.152921,1.19922,0,7.858899,109.841037,7.858899,83.422313,93.97115,69.846132,-0.127885,0.428882,-0.127885,0.428882,0,0,0.315252,0.098583,0.45508,0,19.268184,106.764899,19.268184,66.805756,96.042973,72.684599,-0.72121,0.125622,-0.72121,0.125622,0,0,Spanish,Spanish,No,0.314624,0.117132,0.65039,0,-21.121489,54.550637,-21.121489,84.046903,100.974424,68.143585,0.253392,0.483746,0.253392,0.483746,0,0,English,Spanish,Yes,0.369044,0.282055,1.19922,0,36.239053,187.920253,36.239053,78.085454,90.272155,61.017998,0.207649,0.277052,0.207649,0.277052,0,0,Spanish,English,Yes,0.36049,0.117048,0.48926,0,-2.333617,51.967653,-2.333617,68.82259,87.055702,67.577938,-0.153978,0.144973,-0.153978,0.144973,0,0,Spanish,Spanish,No,0.409342,0.078634,0.55566,0,51.484814,91.437716,51.484814,78.088251,66.023004,76.466957,-0.559332,0.105892,-0.559332,0.105892,0,0,Spanish,Spanish,No,0.259209,0.078605,0.36035,0,17.407099,103.368053,17.407099,93.753504,103.859948,71.720824,-0.483781,0.136457,-0.483781,0.136457,0,0,Spanish,Spanish,No,0,High
